From File,To File,References,From Entities,To Entities
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/core/src/persistence.cpp",10,2,5
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/core/src/system.cpp",3,2,1
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/core/src/trace.cpp",5,5,1
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/imgproc/include/opencv2/imgproc.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/imgproc/src/histogram.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",6,4,3
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/photo/src/hdr_common.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/photo/src/hdr_common.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/align.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/arrays.hpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",2,2,2
"opencv-4.12.0/modules/photo/src/arrays.hpp","opencv-4.12.0/modules/core/src/system.cpp",2,1,2
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",11,4,2
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",11,4,5
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",20,18,4
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",53,2,15
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.inl.hpp",5,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/include/opencv2/core/persistence.hpp",20,10,5
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",2,1,2
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/algorithm.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/copy.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/lapack.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/mathfuncs.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",26,5,5
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",11,2,8
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",4,2,2
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/merge.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/persistence.cpp",18,4,6
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/sum.dispatch.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/system.cpp",10,4,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/core/src/trace.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/imgproc/include/opencv2/imgproc.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",19,8,5
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/photo/src/hdr_common.cpp",5,4,4
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/photo/src/hdr_common.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/photo/src/merge.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/calibrate.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",11,9,2
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",20,1,9
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/convert.dispatch.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/copy.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",16,1,5
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/merge.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/split.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/system.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/core/src/trace.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/photo/src/contrast_preserve.hpp",11,3,10
"opencv-4.12.0/modules/photo/src/contrast_preserve.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",3,3,2
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/include/opencv2/core/fast_math.hpp",4,2,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",60,33,4
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",59,9,7
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.inl.hpp",4,2,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/include/opencv2/core/operations.hpp",2,1,2
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",17,6,4
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/src/copy.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/src/lapack.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/src/matmul.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/src/matrix.cpp",32,6,7
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/src/minmax.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/core/src/split.dispatch.cpp",4,4,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/imgproc/src/color.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/imgproc/src/filter.dispatch.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/imgproc/src/resize.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/contrast_preserve.hpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",2,1,1
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",14,6,6
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",27,1,14
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",13,1,2
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/src/arithm.cpp",2,1,2
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/src/convert.dispatch.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",5,1,4
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",3,1,2
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/core/src/system.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/denoise_tvl1.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",21,7,4
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",27,21,2
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",22,5,5
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.hpp",12,2,1
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",18,4,4
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/include/opencv2/core/utility.hpp",14,2,1
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/src/channels.cpp",5,2,2
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",27,6,5
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",9,1,3
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",17,4,8
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/src/parallel.cpp",14,2,1
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/src/system.cpp",34,7,2
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/core/src/trace.cpp",6,6,1
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",4,2,1
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp",8,2,2
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp",6,2,2
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp",3,3,3
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp",8,2,2
"opencv-4.12.0/modules/photo/src/denoising.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/denoising.cuda.cpp","opencv-4.12.0/build/opencv2/opencv_modules.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/denoising.cuda.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cuda.hpp",3,3,1
"opencv-4.12.0/modules/photo/src/denoising.cuda.cpp","opencv-4.12.0/modules/core/include/opencv2/core/private.cuda.hpp",4,4,2
"opencv-4.12.0/modules/photo/src/denoising.cuda.cpp","opencv-4.12.0/modules/photo/include/opencv2/photo/cuda.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/denoising.cuda.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",3,1,2
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",10,7,3
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",78,2,30
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",4,2,3
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/utility.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/copy.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/matrix.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/system.cpp",4,1,2
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/photo/src/arrays.hpp",50,13,11
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp",4,2,4
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp","opencv-4.12.0/modules/core/include/opencv2/core/fast_math.hpp",6,2,3
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",2,2,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",48,2,12
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.hpp",53,50,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp","opencv-4.12.0/modules/core/include/opencv2/core/saturate.hpp",110,4,11
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",10,2,5
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",16,13,2
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",14,2,6
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/ocl.hpp",11,4,8
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",9,1,3
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/utility.hpp",2,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/src/copy.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",7,2,4
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/src/ocl.cpp",19,2,8
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/src/system.cpp",15,2,3
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/core/src/umatrix.cpp",26,3,8
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/imgproc/src/color.cpp",2,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_opencl.hpp","opencv-4.12.0/opencl_kernels_photo.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",3,1,2
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",14,10,4
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",126,4,30
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",4,2,3
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/include/opencv2/core/utility.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/copy.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/matrix.cpp",8,4,4
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/core/src/system.cpp",4,1,2
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/photo/src/arrays.hpp",79,16,16
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/photo/src/fast_nlmeans_denoising_invoker_commons.hpp",4,2,4
"opencv-4.12.0/modules/photo/src/fast_nlmeans_multi_denoising_invoker.hpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",3,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",16,13,3
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",16,5,7
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.inl.hpp",2,2,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/src/mathfuncs.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",10,3,3
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",4,1,3
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/src/merge.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/src/split.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/core/src/system.cpp",3,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",11,4,2
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/photo/src/hdr_common.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.hpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/hdr_common.hpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",6,1,3
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",17,3,6
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/fast_math.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",75,30,4
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",575,7,20
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.inl.hpp",32,2,1
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/saturate.hpp",34,3,12
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",88,5,4
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/src/arithm.cpp",3,1,1
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/src/copy.cpp",7,1,2
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",27,2,5
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/src/system.cpp",6,1,1
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/core/src/trace.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/imgproc/src/morph.dispatch.cpp",4,1,2
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",2,1,2
"opencv-4.12.0/modules/photo/src/inpaint.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",8,4,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",12,3,4
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",50,42,4
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",119,7,12
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/operations.hpp",11,4,4
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/persistence.hpp",11,5,5
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",14,7,8
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/include/opencv2/core/utility.hpp",2,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/algorithm.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/convert.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/copy.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/lut.cpp",4,2,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/mathfuncs.cpp",10,2,4
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",64,9,8
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",32,5,16
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",6,3,2
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/merge.dispatch.cpp",2,2,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/persistence.cpp",10,2,5
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/split.dispatch.cpp",5,3,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/system.cpp",8,4,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/core/src/trace.cpp",6,6,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/imgproc/include/opencv2/imgproc.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/imgproc/src/deriv.cpp",1,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/imgproc/src/pyramids.cpp",4,2,2
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/photo/include/opencv2/photo.hpp",10,9,5
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/photo/src/hdr_common.cpp",7,5,4
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/photo/src/hdr_common.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/merge.cpp","opencv-4.12.0/modules/photo/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/photo/src/npr.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",31,25,2
